raw,row_type,label,period,student_group,value,metric
"Numerator 7,748 1,894 1,530 902 499 1,880 566 1,361 625 3,302",Numerator,Numerator,SY 2023-24,Black,566,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Numerator 7,748 1,894 1,530 902 499 1,880 566 1,361 625 3,302",Numerator,Numerator,SY 2023-24,Hispanic,"1,361","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Numerator 7,748 1,894 1,530 902 499 1,880 566 1,361 625 3,302",Numerator,Numerator,SY 2023-24,Multiracial,625,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Numerator 7,748 1,894 1,530 902 499 1,880 566 1,361 625 3,302",Numerator,Numerator,SY 2023-24,White,"3,302","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Denominator 10,242 2,848 2,454 1,448 630 2,359 732 2,083 789 4,250",Denominator,Denominator,SY 2023-24,All Students,"10,242","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Denominator 10,242 2,848 2,454 1,448 630 2,359 732 2,083 789 4,250",Denominator,Denominator,SY 2023-24,Econ Dis,"2,848","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Denominator 10,242 2,848 2,454 1,448 630 2,359 732 2,083 789 4,250",Denominator,Denominator,SY 2023-24,ML (1-6d),"2,454","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Denominator 10,242 2,848 2,454 1,448 630 2,359 732 2,083 789 4,250",Denominator,Denominator,SY 2023-24,SWD,"1,448","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Denominator 10,242 2,848 2,454 1,448 630 2,359 732 2,083 789 4,250",Denominator,Denominator,SY 2023-24,504 Plan,630,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Denominator 10,242 2,848 2,454 1,448 630 2,359 732 2,083 789 4,250",Denominator,Denominator,SY 2023-24,Asian,"2,359","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Denominator 10,242 2,848 2,454 1,448 630 2,359 732 2,083 789 4,250",Denominator,Denominator,SY 2023-24,Black,732,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Denominator 10,242 2,848 2,454 1,448 630 2,359 732 2,083 789 4,250",Denominator,Denominator,SY 2023-24,Hispanic,"2,083","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Denominator 10,242 2,848 2,454 1,448 630 2,359 732 2,083 789 4,250",Denominator,Denominator,SY 2023-24,Multiracial,789,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Denominator 10,242 2,848 2,454 1,448 630 2,359 732 2,083 789 4,250",Denominator,Denominator,SY 2023-24,White,"4,250","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
SY 2024-25 76% 70% 67% 61% 77% 77% 76% 71% 76% 78%,SY,SY 2024-25,SY 2024-25,All Students,76%,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
SY 2024-25 76% 70% 67% 61% 77% 77% 76% 71% 76% 78%,SY,SY 2024-25,SY 2024-25,Econ Dis,70%,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
SY 2024-25 76% 70% 67% 61% 77% 77% 76% 71% 76% 78%,SY,SY 2024-25,SY 2024-25,ML (1-6d),67%,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
SY 2024-25 76% 70% 67% 61% 77% 77% 76% 71% 76% 78%,SY,SY 2024-25,SY 2024-25,SWD,61%,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
SY 2024-25 76% 70% 67% 61% 77% 77% 76% 71% 76% 78%,SY,SY 2024-25,SY 2024-25,504 Plan,77%,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
SY 2024-25 76% 70% 67% 61% 77% 77% 76% 71% 76% 78%,SY,SY 2024-25,SY 2024-25,Asian,77%,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
SY 2024-25 76% 70% 67% 61% 77% 77% 76% 71% 76% 78%,SY,SY 2024-25,SY 2024-25,Black,76%,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
SY 2024-25 76% 70% 67% 61% 77% 77% 76% 71% 76% 78%,SY,SY 2024-25,SY 2024-25,Hispanic,71%,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
SY 2024-25 76% 70% 67% 61% 77% 77% 76% 71% 76% 78%,SY,SY 2024-25,SY 2024-25,Multiracial,76%,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
SY 2024-25 76% 70% 67% 61% 77% 77% 76% 71% 76% 78%,SY,SY 2024-25,SY 2024-25,White,78%,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Numerator 13,309 2,941 2,727 1,465 818 3,153 1,122 2,506 1,019 5,478",Numerator,Numerator,SY 2024-25,All Students,"13,309","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Numerator 13,309 2,941 2,727 1,465 818 3,153 1,122 2,506 1,019 5,478",Numerator,Numerator,SY 2024-25,Econ Dis,"2,941","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Numerator 13,309 2,941 2,727 1,465 818 3,153 1,122 2,506 1,019 5,478",Numerator,Numerator,SY 2024-25,ML (1-6d),"2,727","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Numerator 13,309 2,941 2,727 1,465 818 3,153 1,122 2,506 1,019 5,478",Numerator,Numerator,SY 2024-25,SWD,"1,465","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Numerator 13,309 2,941 2,727 1,465 818 3,153 1,122 2,506 1,019 5,478",Numerator,Numerator,SY 2024-25,504 Plan,818,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Numerator 13,309 2,941 2,727 1,465 818 3,153 1,122 2,506 1,019 5,478",Numerator,Numerator,SY 2024-25,Asian,"3,153","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Numerator 13,309 2,941 2,727 1,465 818 3,153 1,122 2,506 1,019 5,478",Numerator,Numerator,SY 2024-25,Black,"1,122","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Numerator 13,309 2,941 2,727 1,465 818 3,153 1,122 2,506 1,019 5,478",Numerator,Numerator,SY 2024-25,Hispanic,"2,506","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Numerator 13,309 2,941 2,727 1,465 818 3,153 1,122 2,506 1,019 5,478",Numerator,Numerator,SY 2024-25,Multiracial,"1,019","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Numerator 13,309 2,941 2,727 1,465 818 3,153 1,122 2,506 1,019 5,478",Numerator,Numerator,SY 2024-25,White,"5,478","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Denominator 17,537 4,226 4,052 2,391 1,061 4,112 1,468 3,532 1,349 7,035",Denominator,Denominator,SY 2024-25,All Students,"17,537","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Denominator 17,537 4,226 4,052 2,391 1,061 4,112 1,468 3,532 1,349 7,035",Denominator,Denominator,SY 2024-25,Econ Dis,"4,226","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Denominator 17,537 4,226 4,052 2,391 1,061 4,112 1,468 3,532 1,349 7,035",Denominator,Denominator,SY 2024-25,ML (1-6d),"4,052","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Denominator 17,537 4,226 4,052 2,391 1,061 4,112 1,468 3,532 1,349 7,035",Denominator,Denominator,SY 2024-25,SWD,"2,391","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Denominator 17,537 4,226 4,052 2,391 1,061 4,112 1,468 3,532 1,349 7,035",Denominator,Denominator,SY 2024-25,504 Plan,"1,061","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Denominator 17,537 4,226 4,052 2,391 1,061 4,112 1,468 3,532 1,349 7,035",Denominator,Denominator,SY 2024-25,Asian,"4,112","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Denominator 17,537 4,226 4,052 2,391 1,061 4,112 1,468 3,532 1,349 7,035",Denominator,Denominator,SY 2024-25,Black,"1,468","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Denominator 17,537 4,226 4,052 2,391 1,061 4,112 1,468 3,532 1,349 7,035",Denominator,Denominator,SY 2024-25,Hispanic,"3,532","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Denominator 17,537 4,226 4,052 2,391 1,061 4,112 1,468 3,532 1,349 7,035",Denominator,Denominator,SY 2024-25,Multiracial,"1,349","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
"Denominator 17,537 4,226 4,052 2,391 1,061 4,112 1,468 3,532 1,349 7,035",Denominator,Denominator,SY 2024-25,White,"7,035","Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
Target 79% 69% 69% 67% 81% 84% 76% 71% 80% 80%,Target,Target,SY 2024-25,All Students,79%,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
Target 79% 69% 69% 67% 81% 84% 76% 71% 80% 80%,Target,Target,SY 2024-25,Econ Dis,69%,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
Target 79% 69% 69% 67% 81% 84% 76% 71% 80% 80%,Target,Target,SY 2024-25,ML (1-6d),69%,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
Target 79% 69% 69% 67% 81% 84% 76% 71% 80% 80%,Target,Target,SY 2024-25,SWD,67%,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
Target 79% 69% 69% 67% 81% 84% 76% 71% 80% 80%,Target,Target,SY 2024-25,504 Plan,81%,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
Target 79% 69% 69% 67% 81% 84% 76% 71% 80% 80%,Target,Target,SY 2024-25,Asian,84%,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
Target 79% 69% 69% 67% 81% 84% 76% 71% 80% 80%,Target,Target,SY 2024-25,Black,76%,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
Target 79% 69% 69% 67% 81% 84% 76% 71% 80% 80%,Target,Target,SY 2024-25,Hispanic,71%,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
Target 79% 69% 69% 67% 81% 84% 76% 71% 80% 80%,Target,Target,SY 2024-25,Multiracial,80%,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
Target 79% 69% 69% 67% 81% 84% 76% 71% 80% 80%,Target,Target,SY 2024-25,White,80%,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
Performance Progress Target Met Progress Progress Progress Baseline Target Met Target Met Progress Progress,Performance,Performance,SY 2024-25,All Students,Progress,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
Performance Progress Target Met Progress Progress Progress Baseline Target Met Target Met Progress Progress,Performance,Performance,SY 2024-25,Econ Dis,Target_Met,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
Performance Progress Target Met Progress Progress Progress Baseline Target Met Target Met Progress Progress,Performance,Performance,SY 2024-25,ML (1-6d),Progress,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
Performance Progress Target Met Progress Progress Progress Baseline Target Met Target Met Progress Progress,Performance,Performance,SY 2024-25,SWD,Progress,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
Performance Progress Target Met Progress Progress Progress Baseline Target Met Target Met Progress Progress,Performance,Performance,SY 2024-25,504 Plan,Progress,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
Performance Progress Target Met Progress Progress Progress Baseline Target Met Target Met Progress Progress,Performance,Performance,SY 2024-25,Asian,Baseline,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
Performance Progress Target Met Progress Progress Progress Baseline Target Met Target Met Progress Progress,Performance,Performance,SY 2024-25,Black,Target_Met,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
Performance Progress Target Met Progress Progress Progress Baseline Target Met Target Met Progress Progress,Performance,Performance,SY 2024-25,Hispanic,Target_Met,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
Performance Progress Target Met Progress Progress Progress Baseline Target Met Target Met Progress Progress,Performance,Performance,SY 2024-25,Multiracial,Progress,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
Performance Progress Target Met Progress Progress Progress Baseline Target Met Target Met Progress Progress,Performance,Performance,SY 2024-25,White,Progress,"Of the students who attempted a POG/POL, the percent who demonstrated growth on one or more POG Attribute"
