metric,row_type,student_group,value,table_id,period,row_type2,row_label_raw,value_num
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Denominator,Black,"1,477",1,SY 2023-24,denominator,Denominator,1477
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Denominator,Hispanic,"3,499",1,SY 2023-24,denominator,Denominator,3499
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Denominator,Multiracial,812,1,SY 2023-24,denominator,Denominator,812
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Denominator,White,"5,218",1,SY 2023-24,denominator,Denominator,5218
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,SY 2024-25,All Students,37%,1,SY 2024-25,percent,SY 2024-25,37
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,SY 2024-25,Econ Dis,39%,1,SY 2024-25,percent,SY 2024-25,39
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,SY 2024-25,ML,34%,1,SY 2024-25,percent,SY 2024-25,34
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,SY 2024-25,SWD,32%,1,SY 2024-25,percent,SY 2024-25,32
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,SY 2024-25,504 Plan,34%,1,SY 2024-25,percent,SY 2024-25,34
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,SY 2024-25,Asian,35%,1,SY 2024-25,percent,SY 2024-25,35
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,SY 2024-25,Black,41%,1,SY 2024-25,percent,SY 2024-25,41
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,SY 2024-25,Hispanic,38%,1,SY 2024-25,percent,SY 2024-25,38
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,SY 2024-25,Multiracial,35%,1,SY 2024-25,percent,SY 2024-25,35
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,SY 2024-25,White,37%,1,SY 2024-25,percent,SY 2024-25,37
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Numerator,All Students,"5,347",1,SY 2024-25,numerator,Numerator,5347
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Numerator,Econ Dis,"1,711",1,SY 2024-25,numerator,Numerator,1711
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Numerator,ML,737,1,SY 2024-25,numerator,Numerator,737
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Numerator,SWD,610,1,SY 2024-25,numerator,Numerator,610
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Numerator,504 Plan,426,1,SY 2024-25,numerator,Numerator,426
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Numerator,Asian,"1,035",1,SY 2024-25,numerator,Numerator,1035
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Numerator,Black,638,1,SY 2024-25,numerator,Numerator,638
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Numerator,Hispanic,"1,485",1,SY 2024-25,numerator,Numerator,1485
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Numerator,Multiracial,293,1,SY 2024-25,numerator,Numerator,293
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Numerator,White,"1,875",1,SY 2024-25,numerator,Numerator,1875
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Denominator,All Students,"14,435",1,SY 2024-25,denominator,Denominator,14435
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Denominator,Econ Dis,"4,355",1,SY 2024-25,denominator,Denominator,4355
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Denominator,ML,"2,195",1,SY 2024-25,denominator,Denominator,2195
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Denominator,SWD,"1,892",1,SY 2024-25,denominator,Denominator,1892
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Denominator,504 Plan,"1,267",1,SY 2024-25,denominator,Denominator,1267
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Denominator,Asian,"2,977",1,SY 2024-25,denominator,Denominator,2977
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Denominator,Black,"1,561",1,SY 2024-25,denominator,Denominator,1561
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Denominator,Hispanic,"3,942",1,SY 2024-25,denominator,Denominator,3942
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Denominator,Multiracial,835,1,SY 2024-25,denominator,Denominator,835
Percent of Students in the Senior Cohort who Earned CTE Completer Status Before Graduating,Denominator,White,"5,061",1,SY 2024-25,denominator,Denominator,5061
Percent of Students who Complete a POG/POL,Baseline,All Students,3%,2,Baseline,percent,Baseline,3
Percent of Students who Complete a POG/POL,Baseline,Econ Dis,2%,2,Baseline,percent,Baseline,2
Percent of Students who Complete a POG/POL,Baseline,ML,2%,2,Baseline,percent,Baseline,2
Percent of Students who Complete a POG/POL,Baseline,SWD,2%,2,Baseline,percent,Baseline,2
Percent of Students who Complete a POG/POL,Baseline,504 Plan,NA,2,Baseline,percent,Baseline,NA
Percent of Students who Complete a POG/POL,Baseline,Asian,3%,2,Baseline,percent,Baseline,3
Percent of Students who Complete a POG/POL,Baseline,Black,3%,2,Baseline,percent,Baseline,3
Percent of Students who Complete a POG/POL,Baseline,Hispanic,2%,2,Baseline,percent,Baseline,2
Percent of Students who Complete a POG/POL,Baseline,Multiracial,2%,2,Baseline,percent,Baseline,2
Percent of Students who Complete a POG/POL,Baseline,White,3%,2,Baseline,percent,Baseline,3
Percent of Students who Complete a POG/POL,Numerator,All Students,"4,745",2,Baseline,numerator,Numerator,4745
Percent of Students who Complete a POG/POL,Numerator,Econ Dis,"1,068",2,Baseline,numerator,Numerator,1068
Percent of Students who Complete a POG/POL,Numerator,ML,"1,096",2,Baseline,numerator,Numerator,1096
Percent of Students who Complete a POG/POL,Numerator,SWD,637,2,Baseline,numerator,Numerator,637
Percent of Students who Complete a POG/POL,Numerator,504 Plan,NA,2,Baseline,numerator,Numerator,NA
Percent of Students who Complete a POG/POL,Numerator,Asian,251,2,Baseline,numerator,Numerator,251
Percent of Students who Complete a POG/POL,Numerator,Black,"1,024",2,Baseline,numerator,Numerator,1024
Percent of Students who Complete a POG/POL,Numerator,Hispanic,330,2,Baseline,numerator,Numerator,330
Percent of Students who Complete a POG/POL,Numerator,Multiracial,938,2,Baseline,numerator,Numerator,938
Percent of Students who Complete a POG/POL,Numerator,White,358,2,Baseline,numerator,Numerator,358
Percent of Students who Complete a POG/POL,Denominator,All Students,"176,552",2,Baseline,denominator,Denominator,176552
Percent of Students who Complete a POG/POL,Denominator,Econ Dis,"57,605",2,Baseline,denominator,Denominator,57605
Percent of Students who Complete a POG/POL,Denominator,ML,"48,693",2,Baseline,denominator,Denominator,48693
Percent of Students who Complete a POG/POL,Denominator,SWD,"26,603",2,Baseline,denominator,Denominator,26603
Percent of Students who Complete a POG/POL,Denominator,504 Plan,NA,2,Baseline,denominator,Denominator,NA
Percent of Students who Complete a POG/POL,Denominator,Asian,"8,174",2,Baseline,denominator,Denominator,8174
Percent of Students who Complete a POG/POL,Denominator,Black,"34,077",2,Baseline,denominator,Denominator,34077
Percent of Students who Complete a POG/POL,Denominator,Hispanic,"17,309",2,Baseline,denominator,Denominator,17309
Percent of Students who Complete a POG/POL,Denominator,Multiracial,"48,907",2,Baseline,denominator,Denominator,48907
Percent of Students who Complete a POG/POL,Denominator,White,"10,998",2,Baseline,denominator,Denominator,10998
Percent of Students who Complete a POG/POL,SY 2023-24,All Students,6%,2,SY 2023-24,percent,SY 2023-24,6
Percent of Students who Complete a POG/POL,SY 2023-24,Econ Dis,4%,2,SY 2023-24,percent,SY 2023-24,4
Percent of Students who Complete a POG/POL,SY 2023-24,ML,5%,2,SY 2023-24,percent,SY 2023-24,5
Percent of Students who Complete a POG/POL,SY 2023-24,SWD,5%,2,SY 2023-24,percent,SY 2023-24,5
Percent of Students who Complete a POG/POL,SY 2023-24,504 Plan,NA,2,SY 2023-24,percent,SY 2023-24,NA
Percent of Students who Complete a POG/POL,SY 2023-24,Asian,7%,2,SY 2023-24,percent,SY 2023-24,7
Percent of Students who Complete a POG/POL,SY 2023-24,Black,7%,2,SY 2023-24,percent,SY 2023-24,7
Percent of Students who Complete a POG/POL,SY 2023-24,Hispanic,4%,2,SY 2023-24,percent,SY 2023-24,4
Percent of Students who Complete a POG/POL,SY 2023-24,Multiracial,4%,2,SY 2023-24,percent,SY 2023-24,4
Percent of Students who Complete a POG/POL,SY 2023-24,White,7%,2,SY 2023-24,percent,SY 2023-24,7
Percent of Students who Complete a POG/POL,Numerator,All Students,"10,242",2,SY 2023-24,numerator,Numerator,10242
Percent of Students who Complete a POG/POL,Numerator,Econ Dis,"2,848",2,SY 2023-24,numerator,Numerator,2848
Percent of Students who Complete a POG/POL,Numerator,ML,"2,454",2,SY 2023-24,numerator,Numerator,2454
Percent of Students who Complete a POG/POL,Numerator,SWD,"1,448",2,SY 2023-24,numerator,Numerator,1448
Percent of Students who Complete a POG/POL,Numerator,504 Plan,NA,2,SY 2023-24,numerator,Numerator,NA
Percent of Students who Complete a POG/POL,Numerator,Asian,630,2,SY 2023-24,numerator,Numerator,630
Percent of Students who Complete a POG/POL,Numerator,Black,"2,359",2,SY 2023-24,numerator,Numerator,2359
Percent of Students who Complete a POG/POL,Numerator,Hispanic,732,2,SY 2023-24,numerator,Numerator,732
Percent of Students who Complete a POG/POL,Numerator,Multiracial,"2,083",2,SY 2023-24,numerator,Numerator,2083
Percent of Students who Complete a POG/POL,Numerator,White,789,2,SY 2023-24,numerator,Numerator,789
Percent of Students who Complete a POG/POL,Denominator,All Students,"177,135",2,SY 2023-24,denominator,Denominator,177135
Percent of Students who Complete a POG/POL,Denominator,Econ Dis,"72,412",2,SY 2023-24,denominator,Denominator,72412
Percent of Students who Complete a POG/POL,Denominator,ML,"49,531",2,SY 2023-24,denominator,Denominator,49531
Percent of Students who Complete a POG/POL,Denominator,SWD,"27,807",2,SY 2023-24,denominator,Denominator,27807
Percent of Students who Complete a POG/POL,Denominator,504 Plan,NA,2,SY 2023-24,denominator,Denominator,NA
Percent of Students who Complete a POG/POL,Denominator,Asian,"9,532",2,SY 2023-24,denominator,Denominator,9532
Percent of Students who Complete a POG/POL,Denominator,Black,"33,506",2,SY 2023-24,denominator,Denominator,33506
Percent of Students who Complete a POG/POL,Denominator,Hispanic,"17,248",2,SY 2023-24,denominator,Denominator,17248
Percent of Students who Complete a POG/POL,Denominator,Multiracial,"50,600",2,SY 2023-24,denominator,Denominator,50600
Percent of Students who Complete a POG/POL,Denominator,White,"11,267",2,SY 2023-24,denominator,Denominator,11267
Percent of Students who Complete a POG/POL,SY 2024-25,All Students,10%,2,SY 2024-25,percent,SY 2024-25,10
Percent of Students who Complete a POG/POL,SY 2024-25,Econ Dis,7%,2,SY 2024-25,percent,SY 2024-25,7
Percent of Students who Complete a POG/POL,SY 2024-25,ML,8%,2,SY 2024-25,percent,SY 2024-25,8
Percent of Students who Complete a POG/POL,SY 2024-25,SWD,8%,2,SY 2024-25,percent,SY 2024-25,8
Percent of Students who Complete a POG/POL,SY 2024-25,504 Plan,NA,2,SY 2024-25,percent,SY 2024-25,NA
Percent of Students who Complete a POG/POL,SY 2024-25,Asian,10%,2,SY 2024-25,percent,SY 2024-25,10
Percent of Students who Complete a POG/POL,SY 2024-25,Black,12%,2,SY 2024-25,percent,SY 2024-25,12
Percent of Students who Complete a POG/POL,SY 2024-25,Hispanic,9%,2,SY 2024-25,percent,SY 2024-25,9
Percent of Students who Complete a POG/POL,SY 2024-25,Multiracial,7%,2,SY 2024-25,percent,SY 2024-25,7
Percent of Students who Complete a POG/POL,SY 2024-25,White,12%,2,SY 2024-25,percent,SY 2024-25,12
Percent of Students who Complete a POG/POL,Numerator,All Students,"17,537",2,SY 2024-25,numerator,Numerator,17537
Percent of Students who Complete a POG/POL,Numerator,Econ Dis,"4,226",2,SY 2024-25,numerator,Numerator,4226
Percent of Students who Complete a POG/POL,Numerator,ML,"4,052",2,SY 2024-25,numerator,Numerator,4052
Percent of Students who Complete a POG/POL,Numerator,SWD,"2,391",2,SY 2024-25,numerator,Numerator,2391
Percent of Students who Complete a POG/POL,Numerator,504 Plan,NA,2,SY 2024-25,numerator,Numerator,NA
Percent of Students who Complete a POG/POL,Numerator,Asian,"1,061",2,SY 2024-25,numerator,Numerator,1061
Percent of Students who Complete a POG/POL,Numerator,Black,"4,112",2,SY 2024-25,numerator,Numerator,4112
Percent of Students who Complete a POG/POL,Numerator,Hispanic,"1,468",2,SY 2024-25,numerator,Numerator,1468
Percent of Students who Complete a POG/POL,Numerator,Multiracial,"3,532",2,SY 2024-25,numerator,Numerator,3532
Percent of Students who Complete a POG/POL,Numerator,White,"1,349",2,SY 2024-25,numerator,Numerator,1349
Percent of Students who Complete a POG/POL,Denominator,All Students,"175,616",2,SY 2024-25,denominator,Denominator,175616
Percent of Students who Complete a POG/POL,Denominator,Econ Dis,"57,477",2,SY 2024-25,denominator,Denominator,57477
Percent of Students who Complete a POG/POL,Denominator,ML,"48,765",2,SY 2024-25,denominator,Denominator,48765
Percent of Students who Complete a POG/POL,Denominator,SWD,"28,294",2,SY 2024-25,denominator,Denominator,28294
Percent of Students who Complete a POG/POL,Denominator,504 Plan,NA,2,SY 2024-25,denominator,Denominator,NA
Percent of Students who Complete a POG/POL,Denominator,Asian,"10,341",2,SY 2024-25,denominator,Denominator,10341
Percent of Students who Complete a POG/POL,Denominator,Black,"33,104",2,SY 2024-25,denominator,Denominator,33104
Percent of Students who Complete a POG/POL,Denominator,Hispanic,"17,079",2,SY 2024-25,denominator,Denominator,17079
Percent of Students who Complete a POG/POL,Denominator,Multiracial,"50,318",2,SY 2024-25,denominator,Denominator,50318
Percent of Students who Complete a POG/POL,Denominator,White,"11,464",2,SY 2024-25,denominator,Denominator,11464
Percent of Students who Complete a POG/POL,Target,All Students,29%,2,SY 2024-25,other,Target,29
Percent of Students who Complete a POG/POL,Target,Econ Dis,28%,2,SY 2024-25,other,Target,28
Percent of Students who Complete a POG/POL,Target,ML,28%,2,SY 2024-25,other,Target,28
Percent of Students who Complete a POG/POL,Target,SWD,28%,2,SY 2024-25,other,Target,28
Percent of Students who Complete a POG/POL,Target,504 Plan,NA,2,SY 2024-25,other,Target,NA
Percent of Students who Complete a POG/POL,Target,Asian,29%,2,SY 2024-25,other,Target,29
Percent of Students who Complete a POG/POL,Target,Black,29%,2,SY 2024-25,other,Target,29
Percent of Students who Complete a POG/POL,Target,Hispanic,28%,2,SY 2024-25,other,Target,28
Percent of Students who Complete a POG/POL,Target,Multiracial,28%,2,SY 2024-25,other,Target,28
Percent of Students who Complete a POG/POL,Target,White,29%,2,SY 2024-25,other,Target,29
Growth Targets - Percent of Students who Complete a POG/POL,Baseline,All students,3%,3,Baseline,percent,Baseline,3
Growth Targets - Percent of Students who Complete a POG/POL,Baseline,Econ Dis,2%,3,Baseline,percent,Baseline,2
Growth Targets - Percent of Students who Complete a POG/POL,Baseline,ML,2%,3,Baseline,percent,Baseline,2
Growth Targets - Percent of Students who Complete a POG/POL,Baseline,SWD,2%,3,Baseline,percent,Baseline,2
Growth Targets - Percent of Students who Complete a POG/POL,Baseline,504 Plan,3%,3,Baseline,percent,Baseline,3
Growth Targets - Percent of Students who Complete a POG/POL,Baseline,Asian,3%,3,Baseline,percent,Baseline,3
Growth Targets - Percent of Students who Complete a POG/POL,Baseline,Black,2%,3,Baseline,percent,Baseline,2
Growth Targets - Percent of Students who Complete a POG/POL,Baseline,Hispanic,2%,3,Baseline,percent,Baseline,2
Growth Targets - Percent of Students who Complete a POG/POL,Baseline,Multiracial,3%,3,Baseline,percent,Baseline,3
Growth Targets - Percent of Students who Complete a POG/POL,Baseline,White,3%,3,Baseline,percent,Baseline,3
Growth Targets - Percent of Students who Complete a POG/POL,SY 2023-24,All Students,Actual,3,SY 2023-24,percent,SY 2023-24,NA
Growth Targets - Percent of Students who Complete a POG/POL,SY 2023-24,All students,6%,3,SY 2023-24,percent,SY 2023-24,6
Growth Targets - Percent of Students who Complete a POG/POL,SY 2023-24,Econ Dis,4%,3,SY 2023-24,percent,SY 2023-24,4
Growth Targets - Percent of Students who Complete a POG/POL,SY 2023-24,ML,5%,3,SY 2023-24,percent,SY 2023-24,5
Growth Targets - Percent of Students who Complete a POG/POL,SY 2023-24,SWD,5%,3,SY 2023-24,percent,SY 2023-24,5
Growth Targets - Percent of Students who Complete a POG/POL,SY 2023-24,504 Plan,7%,3,SY 2023-24,percent,SY 2023-24,7
Growth Targets - Percent of Students who Complete a POG/POL,SY 2023-24,Asian,7%,3,SY 2023-24,percent,SY 2023-24,7
Growth Targets - Percent of Students who Complete a POG/POL,SY 2023-24,Black,4%,3,SY 2023-24,percent,SY 2023-24,4
Growth Targets - Percent of Students who Complete a POG/POL,SY 2023-24,Hispanic,4%,3,SY 2023-24,percent,SY 2023-24,4
Growth Targets - Percent of Students who Complete a POG/POL,SY 2023-24,Multiracial,7%,3,SY 2023-24,percent,SY 2023-24,7
Growth Targets - Percent of Students who Complete a POG/POL,SY 2023-24,White,7%,3,SY 2023-24,percent,SY 2023-24,7
Growth Targets - Percent of Students who Complete a POG/POL,SY 2024-25,All Students,Target,3,SY 2024-25,percent,SY 2024-25,NA
Growth Targets - Percent of Students who Complete a POG/POL,SY 2024-25,All students,29%,3,SY 2024-25,percent,SY 2024-25,29
Growth Targets - Percent of Students who Complete a POG/POL,SY 2024-25,Econ Dis,28%,3,SY 2024-25,percent,SY 2024-25,28
Growth Targets - Percent of Students who Complete a POG/POL,SY 2024-25,ML,28%,3,SY 2024-25,percent,SY 2024-25,28
Growth Targets - Percent of Students who Complete a POG/POL,SY 2024-25,SWD,28%,3,SY 2024-25,percent,SY 2024-25,28
Growth Targets - Percent of Students who Complete a POG/POL,SY 2024-25,504 Plan,29%,3,SY 2024-25,percent,SY 2024-25,29
Growth Targets - Percent of Students who Complete a POG/POL,SY 2024-25,Asian,29%,3,SY 2024-25,percent,SY 2024-25,29
Growth Targets - Percent of Students who Complete a POG/POL,SY 2024-25,Black,28%,3,SY 2024-25,percent,SY 2024-25,28
Growth Targets - Percent of Students who Complete a POG/POL,SY 2024-25,Hispanic,28%,3,SY 2024-25,percent,SY 2024-25,28
Growth Targets - Percent of Students who Complete a POG/POL,SY 2024-25,Multiracial,29%,3,SY 2024-25,percent,SY 2024-25,29
Growth Targets - Percent of Students who Complete a POG/POL,SY 2024-25,White,29%,3,SY 2024-25,percent,SY 2024-25,29
Growth Targets - Percent of Students who Complete a POG/POL,SY 2024-25,All Students,Actual,3,SY 2024-25,percent,SY 2024-25,NA
Growth Targets - Percent of Students who Complete a POG/POL,SY 2024-25,All students,10%,3,SY 2024-25,percent,SY 2024-25,10
Growth Targets - Percent of Students who Complete a POG/POL,SY 2024-25,Econ Dis,7%,3,SY 2024-25,percent,SY 2024-25,7
Growth Targets - Percent of Students who Complete a POG/POL,SY 2024-25,ML,8%,3,SY 2024-25,percent,SY 2024-25,8
Growth Targets - Percent of Students who Complete a POG/POL,SY 2024-25,SWD,8%,3,SY 2024-25,percent,SY 2024-25,8
Growth Targets - Percent of Students who Complete a POG/POL,SY 2024-25,504 Plan,10%,3,SY 2024-25,percent,SY 2024-25,10
Growth Targets - Percent of Students who Complete a POG/POL,SY 2024-25,Asian,12%,3,SY 2024-25,percent,SY 2024-25,12
Growth Targets - Percent of Students who Complete a POG/POL,SY 2024-25,Black,9%,3,SY 2024-25,percent,SY 2024-25,9
Growth Targets - Percent of Students who Complete a POG/POL,SY 2024-25,Hispanic,7%,3,SY 2024-25,percent,SY 2024-25,7
Growth Targets - Percent of Students who Complete a POG/POL,SY 2024-25,Multiracial,12%,3,SY 2024-25,percent,SY 2024-25,12
Growth Targets - Percent of Students who Complete a POG/POL,SY 2024-25,White,11%,3,SY 2024-25,percent,SY 2024-25,11
