raw,row_type,label,period,student_group,value,metric
"Denominator 13,274 5,260 2,291 1,972 872 2,620 1,351 3,628 868",Denominator,Denominator,SY 2023-24,Hispanic,"1,351",Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
"Denominator 13,274 5,260 2,291 1,972 872 2,620 1,351 3,628 868",Denominator,Denominator,SY 2023-24,Multiracial,"3,628",Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
"Denominator 13,274 5,260 2,291 1,972 872 2,620 1,351 3,628 868",Denominator,Denominator,SY 2023-24,White,868,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
SY 2024-25 77% 59% 34% 39% 86% 87% 72% 57% 87%,SY,SY 2024-25,SY 2024-25,All Students,85%,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
SY 2024-25 77% 59% 34% 39% 86% 87% 72% 57% 87%,SY,SY 2024-25,SY 2024-25,Econ Dis,77%,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
SY 2024-25 77% 59% 34% 39% 86% 87% 72% 57% 87%,SY,SY 2024-25,SY 2024-25,ML (1-4),59%,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
SY 2024-25 77% 59% 34% 39% 86% 87% 72% 57% 87%,SY,SY 2024-25,SY 2024-25,SWD,34%,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
SY 2024-25 77% 59% 34% 39% 86% 87% 72% 57% 87%,SY,SY 2024-25,SY 2024-25,504 Plan,39%,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
SY 2024-25 77% 59% 34% 39% 86% 87% 72% 57% 87%,SY,SY 2024-25,SY 2024-25,Asian,86%,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
SY 2024-25 77% 59% 34% 39% 86% 87% 72% 57% 87%,SY,SY 2024-25,SY 2024-25,Black,87%,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
SY 2024-25 77% 59% 34% 39% 86% 87% 72% 57% 87%,SY,SY 2024-25,SY 2024-25,Hispanic,72%,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
SY 2024-25 77% 59% 34% 39% 86% 87% 72% 57% 87%,SY,SY 2024-25,SY 2024-25,Multiracial,57%,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
SY 2024-25 77% 59% 34% 39% 86% 87% 72% 57% 87%,SY,SY 2024-25,SY 2024-25,White,87%,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
"Numerator 10,467 2,561 853 792 810 2,320 995 2,151 783",Numerator,Numerator,SY 2024-25,All Students,"4,173",Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
"Numerator 10,467 2,561 853 792 810 2,320 995 2,151 783",Numerator,Numerator,SY 2024-25,Econ Dis,"10,467",Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
"Numerator 10,467 2,561 853 792 810 2,320 995 2,151 783",Numerator,Numerator,SY 2024-25,ML (1-4),"2,561",Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
"Numerator 10,467 2,561 853 792 810 2,320 995 2,151 783",Numerator,Numerator,SY 2024-25,SWD,853,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
"Numerator 10,467 2,561 853 792 810 2,320 995 2,151 783",Numerator,Numerator,SY 2024-25,504 Plan,792,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
"Numerator 10,467 2,561 853 792 810 2,320 995 2,151 783",Numerator,Numerator,SY 2024-25,Asian,810,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
"Numerator 10,467 2,561 853 792 810 2,320 995 2,151 783",Numerator,Numerator,SY 2024-25,Black,"2,320",Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
"Numerator 10,467 2,561 853 792 810 2,320 995 2,151 783",Numerator,Numerator,SY 2024-25,Hispanic,995,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
"Numerator 10,467 2,561 853 792 810 2,320 995 2,151 783",Numerator,Numerator,SY 2024-25,Multiracial,"2,151",Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
"Numerator 10,467 2,561 853 792 810 2,320 995 2,151 783",Numerator,Numerator,SY 2024-25,White,783,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
"Denominator 13,673 4,351 2,521 2,028 942 2,666 1,387 3,758 895",Denominator,Denominator,SY 2024-25,All Students,"4,903",Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
"Denominator 13,673 4,351 2,521 2,028 942 2,666 1,387 3,758 895",Denominator,Denominator,SY 2024-25,Econ Dis,"13,673",Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
"Denominator 13,673 4,351 2,521 2,028 942 2,666 1,387 3,758 895",Denominator,Denominator,SY 2024-25,ML (1-4),"4,351",Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
"Denominator 13,673 4,351 2,521 2,028 942 2,666 1,387 3,758 895",Denominator,Denominator,SY 2024-25,SWD,"2,521",Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
"Denominator 13,673 4,351 2,521 2,028 942 2,666 1,387 3,758 895",Denominator,Denominator,SY 2024-25,504 Plan,"2,028",Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
"Denominator 13,673 4,351 2,521 2,028 942 2,666 1,387 3,758 895",Denominator,Denominator,SY 2024-25,Asian,942,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
"Denominator 13,673 4,351 2,521 2,028 942 2,666 1,387 3,758 895",Denominator,Denominator,SY 2024-25,Black,"2,666",Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
"Denominator 13,673 4,351 2,521 2,028 942 2,666 1,387 3,758 895",Denominator,Denominator,SY 2024-25,Hispanic,"1,387",Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
"Denominator 13,673 4,351 2,521 2,028 942 2,666 1,387 3,758 895",Denominator,Denominator,SY 2024-25,Multiracial,"3,758",Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
"Denominator 13,673 4,351 2,521 2,028 942 2,666 1,387 3,758 895",Denominator,Denominator,SY 2024-25,White,895,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
Target 79% 66% 41% 49% 87% 88% 75% 65% 85%,Target,Target,SY 2024-25,All Students,86%,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
Target 79% 66% 41% 49% 87% 88% 75% 65% 85%,Target,Target,SY 2024-25,Econ Dis,79%,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
Target 79% 66% 41% 49% 87% 88% 75% 65% 85%,Target,Target,SY 2024-25,ML (1-4),66%,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
Target 79% 66% 41% 49% 87% 88% 75% 65% 85%,Target,Target,SY 2024-25,SWD,41%,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
Target 79% 66% 41% 49% 87% 88% 75% 65% 85%,Target,Target,SY 2024-25,504 Plan,49%,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
Target 79% 66% 41% 49% 87% 88% 75% 65% 85%,Target,Target,SY 2024-25,Asian,87%,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
Target 79% 66% 41% 49% 87% 88% 75% 65% 85%,Target,Target,SY 2024-25,Black,88%,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
Target 79% 66% 41% 49% 87% 88% 75% 65% 85%,Target,Target,SY 2024-25,Hispanic,75%,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
Target 79% 66% 41% 49% 87% 88% 75% 65% 85%,Target,Target,SY 2024-25,Multiracial,65%,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
Target 79% 66% 41% 49% 87% 88% 75% 65% 85%,Target,Target,SY 2024-25,White,85%,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
Performance Progress Progress Progress Progress Progress Progress Progress Progress Target Met,Performance,Performance,SY 2024-25,All Students,Progress,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
Performance Progress Progress Progress Progress Progress Progress Progress Progress Target Met,Performance,Performance,SY 2024-25,Econ Dis,Progress,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
Performance Progress Progress Progress Progress Progress Progress Progress Progress Target Met,Performance,Performance,SY 2024-25,ML (1-4),Progress,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
Performance Progress Progress Progress Progress Progress Progress Progress Progress Target Met,Performance,Performance,SY 2024-25,SWD,Progress,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
Performance Progress Progress Progress Progress Progress Progress Progress Progress Target Met,Performance,Performance,SY 2024-25,504 Plan,Progress,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
Performance Progress Progress Progress Progress Progress Progress Progress Progress Target Met,Performance,Performance,SY 2024-25,Asian,Progress,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
Performance Progress Progress Progress Progress Progress Progress Progress Progress Target Met,Performance,Performance,SY 2024-25,Black,Progress,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
Performance Progress Progress Progress Progress Progress Progress Progress Progress Target Met,Performance,Performance,SY 2024-25,Hispanic,Progress,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
Performance Progress Progress Progress Progress Progress Progress Progress Progress Target Met,Performance,Performance,SY 2024-25,Multiracial,Progress,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
Performance Progress Progress Progress Progress Progress Progress Progress Progress Target Met,Performance,Performance,SY 2024-25,White,Target_Met,Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade
