metric,row_type,student_group,value,table_id,period,row_type2,row_label_raw,value_num
Percent of Students who Enter Kindergarten with Pre-K Experiences,SY 2024-25,Econ Dis,61%,1,SY 2024-25,percent,SY 2024-25,61
Percent of Students who Enter Kindergarten with Pre-K Experiences,SY 2024-25,SWD,93%,1,SY 2024-25,percent,SY 2024-25,93
Percent of Students who Enter Kindergarten with Pre-K Experiences,SY 2024-25,504 Plan,92%,1,SY 2024-25,percent,SY 2024-25,92
Percent of Students who Enter Kindergarten with Pre-K Experiences,SY 2024-25,Asian,83%,1,SY 2024-25,percent,SY 2024-25,83
Percent of Students who Enter Kindergarten with Pre-K Experiences,SY 2024-25,Black,87%,1,SY 2024-25,percent,SY 2024-25,87
Percent of Students who Enter Kindergarten with Pre-K Experiences,SY 2024-25,Hispanic,65%,1,SY 2024-25,percent,SY 2024-25,65
Percent of Students who Enter Kindergarten with Pre-K Experiences,SY 2024-25,Multiracial,92%,1,SY 2024-25,percent,SY 2024-25,92
Percent of Students who Enter Kindergarten with Pre-K Experiences,SY 2024-25,White,91%,1,SY 2024-25,percent,SY 2024-25,91
Percent of Students who Enter Kindergarten with Pre-K Experiences,Numerator,All Students,"9,857",1,SY 2024-25,numerator,Numerator,9857
Percent of Students who Enter Kindergarten with Pre-K Experiences,Numerator,All ML Students (ELP 9),"2,962",1,SY 2024-25,numerator,Numerator,2962
Percent of Students who Enter Kindergarten with Pre-K Experiences,Numerator,Econ Dis,"2,265",1,SY 2024-25,numerator,Numerator,2265
Percent of Students who Enter Kindergarten with Pre-K Experiences,Numerator,SWD,"2,056",1,SY 2024-25,numerator,Numerator,2056
Percent of Students who Enter Kindergarten with Pre-K Experiences,Numerator,504 Plan,117,1,SY 2024-25,numerator,Numerator,117
Percent of Students who Enter Kindergarten with Pre-K Experiences,Numerator,Asian,"1,621",1,SY 2024-25,numerator,Numerator,1621
Percent of Students who Enter Kindergarten with Pre-K Experiences,Numerator,Black,940,1,SY 2024-25,numerator,Numerator,940
Percent of Students who Enter Kindergarten with Pre-K Experiences,Numerator,Hispanic,"2,443",1,SY 2024-25,numerator,Numerator,2443
Percent of Students who Enter Kindergarten with Pre-K Experiences,Numerator,Multiracial,804,1,SY 2024-25,numerator,Numerator,804
Percent of Students who Enter Kindergarten with Pre-K Experiences,Numerator,White,"4,009",1,SY 2024-25,numerator,Numerator,4009
Percent of Students who Enter Kindergarten with Pre-K Experiences,Denominator,All Students,"12,066",1,SY 2024-25,denominator,Denominator,12066
Percent of Students who Enter Kindergarten with Pre-K Experiences,Denominator,All ML Students (ELP 9),"4,358",1,SY 2024-25,denominator,Denominator,4358
Percent of Students who Enter Kindergarten with Pre-K Experiences,Denominator,Econ Dis,"3,701",1,SY 2024-25,denominator,Denominator,3701
Percent of Students who Enter Kindergarten with Pre-K Experiences,Denominator,SWD,"2,209",1,SY 2024-25,denominator,Denominator,2209
Percent of Students who Enter Kindergarten with Pre-K Experiences,Denominator,504 Plan,127,1,SY 2024-25,denominator,Denominator,127
Percent of Students who Enter Kindergarten with Pre-K Experiences,Denominator,Asian,"1,942",1,SY 2024-25,denominator,Denominator,1942
Percent of Students who Enter Kindergarten with Pre-K Experiences,Denominator,Black,"1,083",1,SY 2024-25,denominator,Denominator,1083
Percent of Students who Enter Kindergarten with Pre-K Experiences,Denominator,Hispanic,"3,732",1,SY 2024-25,denominator,Denominator,3732
Percent of Students who Enter Kindergarten with Pre-K Experiences,Denominator,Multiracial,870,1,SY 2024-25,denominator,Denominator,870
Percent of Students who Enter Kindergarten with Pre-K Experiences,Denominator,White,"4,390",1,SY 2024-25,denominator,Denominator,4390
Percent of Students who Enter Kindergarten with Pre-K Experiences,Interim Target,All Students,80%,1,Interim Target,target_percent,Interim Target,80
Percent of Students who Enter Kindergarten with Pre-K Experiences,Interim Target,All ML Students (ELP 9),80%,1,Interim Target,target_percent,Interim Target,80
Percent of Students who Enter Kindergarten with Pre-K Experiences,Interim Target,Econ Dis,80%,1,Interim Target,target_percent,Interim Target,80
Percent of Students who Enter Kindergarten with Pre-K Experiences,Interim Target,SWD,80%,1,Interim Target,target_percent,Interim Target,80
Percent of Students who Enter Kindergarten with Pre-K Experiences,Interim Target,504 Plan,80%,1,Interim Target,target_percent,Interim Target,80
Percent of Students who Enter Kindergarten with Pre-K Experiences,Interim Target,Asian,80%,1,Interim Target,target_percent,Interim Target,80
Percent of Students who Enter Kindergarten with Pre-K Experiences,Interim Target,Black,80%,1,Interim Target,target_percent,Interim Target,80
Percent of Students who Enter Kindergarten with Pre-K Experiences,Interim Target,Hispanic,80%,1,Interim Target,target_percent,Interim Target,80
Percent of Students who Enter Kindergarten with Pre-K Experiences,Interim Target,Multiracial,80%,1,Interim Target,target_percent,Interim Target,80
Percent of Students who Enter Kindergarten with Pre-K Experiences,Interim Target,White,80%,1,Interim Target,target_percent,Interim Target,80
Percent of Students who Enter Kindergarten with Pre-K Experiences,Performance Target,All ML Students (ELP 9),Met,1,NA,target_status,Performance Target,NA
Percent of Students who Enter Kindergarten with Pre-K Experiences,Performance Target,Econ Dis,Progress,1,NA,target_status,Performance Target,NA
Percent of Students who Enter Kindergarten with Pre-K Experiences,Performance Target,SWD,Progress,1,NA,target_status,Performance Target,NA
Percent of Students who Enter Kindergarten with Pre-K Experiences,Performance Target,504 Plan,Target,1,NA,target_status,Performance Target,NA
Percent of Students who Enter Kindergarten with Pre-K Experiences,Performance Target,Asian,Met,1,NA,target_status,Performance Target,NA
Percent of Students who Enter Kindergarten with Pre-K Experiences,Performance Target,Black,Target Met,1,NA,target_status,Performance Target,NA
Percent of Students who Enter Kindergarten with Pre-K Experiences,Performance Target,Hispanic,Progress,1,NA,target_status,Performance Target,NA
Percent of Students who Enter Kindergarten with Pre-K Experiences,Performance Target,Multiracial,Target Met,1,NA,target_status,Performance Target,NA
Percent of Students who Enter Kindergarten with Pre-K Experiences,Performance Target,White,Target Met,1,NA,target_status,Performance Target,NA
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,Self-Regulation in the Spring Baseline 43% 42% 24% TS 62% 53% 31% 64%,653,5,NA,numerator,Numerator,653
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,All Students,484,5,NA,numerator,Numerator,484
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,Econ Dis,46,5,NA,numerator,Numerator,46
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,SWD,TS,5,NA,numerator,Numerator,NA
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,504 Plan,131,5,NA,numerator,Numerator,131
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,Asian,125,5,NA,numerator,Numerator,125
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,Black,254,5,NA,numerator,Numerator,254
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,Hispanic,19,5,NA,numerator,Numerator,19
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,Multiracial,NA,5,NA,numerator,Numerator,NA
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,White,124,5,NA,numerator,Numerator,124
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,Self-Regulation in the Spring Baseline 43% 42% 24% TS 62% 53% 31% 64%,"1,516",5,NA,denominator,Denominator,1516
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,All Students,"1,158",5,NA,denominator,Denominator,1158
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,Econ Dis,188,5,NA,denominator,Denominator,188
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,SWD,TS,5,NA,denominator,Denominator,NA
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,504 Plan,210,5,NA,denominator,Denominator,210
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,Asian,235,5,NA,denominator,Denominator,235
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,Black,816,5,NA,denominator,Denominator,816
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,Hispanic,29,5,NA,denominator,Denominator,29
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,Multiracial,NA,5,NA,denominator,Denominator,NA
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,White,221,5,NA,denominator,Denominator,221
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,SY 2023-24,Self-Regulation in the Spring Baseline 43% 42% 24% TS 62% 53% 31% 64%,38%,5,SY 2023-24,percent,SY 2023-24,38
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,SY 2023-24,All Students,37%,5,SY 2023-24,percent,SY 2023-24,37
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,SY 2023-24,Econ Dis,27%,5,SY 2023-24,percent,SY 2023-24,27
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,SY 2023-24,SWD,TS,5,SY 2023-24,percent,SY 2023-24,NA
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,SY 2023-24,504 Plan,52%,5,SY 2023-24,percent,SY 2023-24,52
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,SY 2023-24,Asian,52%,5,SY 2023-24,percent,SY 2023-24,52
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,SY 2023-24,Black,29%,5,SY 2023-24,percent,SY 2023-24,29
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,SY 2023-24,Hispanic,60%,5,SY 2023-24,percent,SY 2023-24,60
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,SY 2023-24,Multiracial,NA,5,SY 2023-24,percent,SY 2023-24,NA
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,SY 2023-24,White,48%,5,SY 2023-24,percent,SY 2023-24,48
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,Self-Regulation in the Spring Baseline 43% 42% 24% TS 62% 53% 31% 64%,702,5,SY 2023-24,numerator,Numerator,702
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,All Students,595,5,SY 2023-24,numerator,Numerator,595
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,Econ Dis,73,5,SY 2023-24,numerator,Numerator,73
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,SWD,TS,5,SY 2023-24,numerator,Numerator,NA
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,504 Plan,129,5,SY 2023-24,numerator,Numerator,129
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,Asian,130,5,SY 2023-24,numerator,Numerator,130
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,Black,294,5,SY 2023-24,numerator,Numerator,294
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,Hispanic,26,5,SY 2023-24,numerator,Numerator,26
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,Multiracial,NA,5,SY 2023-24,numerator,Numerator,NA
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,White,120,5,SY 2023-24,numerator,Numerator,120
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,Self-Regulation in the Spring Baseline 43% 42% 24% TS 62% 53% 31% 64%,"1,828",5,SY 2023-24,denominator,Denominator,1828
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,All Students,"1,593",5,SY 2023-24,denominator,Denominator,1593
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,Econ Dis,273,5,SY 2023-24,denominator,Denominator,273
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,SWD,TS,5,SY 2023-24,denominator,Denominator,NA
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,504 Plan,246,5,SY 2023-24,denominator,Denominator,246
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,Asian,249,5,SY 2023-24,denominator,Denominator,249
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,Black,"1,031",5,SY 2023-24,denominator,Denominator,1031
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,Hispanic,43,5,SY 2023-24,denominator,Denominator,43
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,Multiracial,NA,5,SY 2023-24,denominator,Denominator,NA
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,White,251,5,SY 2023-24,denominator,Denominator,251
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,SY 2024-25,Self-Regulation in the Spring Baseline 43% 42% 24% TS 62% 53% 31% 64%,45%,5,SY 2024-25,percent,SY 2024-25,45
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,SY 2024-25,All Students,47%,5,SY 2024-25,percent,SY 2024-25,47
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,SY 2024-25,Econ Dis,33%,5,SY 2024-25,percent,SY 2024-25,33
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,SY 2024-25,SWD,TS,5,SY 2024-25,percent,SY 2024-25,NA
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,SY 2024-25,504 Plan,59%,5,SY 2024-25,percent,SY 2024-25,59
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,SY 2024-25,Asian,59%,5,SY 2024-25,percent,SY 2024-25,59
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,SY 2024-25,Black,37%,5,SY 2024-25,percent,SY 2024-25,37
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,SY 2024-25,Hispanic,42%,5,SY 2024-25,percent,SY 2024-25,42
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,SY 2024-25,Multiracial,NA,5,SY 2024-25,percent,SY 2024-25,NA
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,SY 2024-25,White,49%,5,SY 2024-25,percent,SY 2024-25,49
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,Self-Regulation in the Spring Baseline 43% 42% 24% TS 62% 53% 31% 64%,"1,126",5,SY 2024-25,numerator,Numerator,1126
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,All Students,987,5,SY 2024-25,numerator,Numerator,987
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,Econ Dis,292,5,SY 2024-25,numerator,Numerator,292
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,SWD,TS,5,SY 2024-25,numerator,Numerator,NA
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,504 Plan,206,5,SY 2024-25,numerator,Numerator,206
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,Asian,186,5,SY 2024-25,numerator,Numerator,186
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,Black,450,5,SY 2024-25,numerator,Numerator,450
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,Hispanic,25,5,SY 2024-25,numerator,Numerator,25
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,Multiracial,NA,5,SY 2024-25,numerator,Numerator,NA
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Numerator,White,257,5,SY 2024-25,numerator,Numerator,257
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,Self-Regulation in the Spring Baseline 43% 42% 24% TS 62% 53% 31% 64%,"2,484",5,SY 2024-25,denominator,Denominator,2484
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,All Students,"2,106",5,SY 2024-25,denominator,Denominator,2106
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,Econ Dis,873,5,SY 2024-25,denominator,Denominator,873
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,SWD,TS,5,SY 2024-25,denominator,Denominator,NA
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,504 Plan,351,5,SY 2024-25,denominator,Denominator,351
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,Asian,315,5,SY 2024-25,denominator,Denominator,315
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,Black,"1,231",5,SY 2024-25,denominator,Denominator,1231
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,Hispanic,59,5,SY 2024-25,denominator,Denominator,59
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,Multiracial,NA,5,SY 2024-25,denominator,Denominator,NA
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Denominator,White,522,5,SY 2024-25,denominator,Denominator,522
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Target,Self-Regulation in the Spring Baseline 43% 42% 24% TS 62% 53% 31% 64%,58%,5,SY 2024-25,other,Target,58
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Target,All Students,57%,5,SY 2024-25,other,Target,57
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Target,Econ Dis,44%,5,SY 2024-25,other,Target,44
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Target,SWD,N/A,5,SY 2024-25,other,Target,NA
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Target,504 Plan,71%,5,SY 2024-25,other,Target,71
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Target,Asian,65%,5,SY 2024-25,other,Target,65
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Target,Black,49%,5,SY 2024-25,other,Target,49
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Target,Hispanic,73%,5,SY 2024-25,other,Target,73
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Target,Multiracial,NA,5,SY 2024-25,other,Target,NA
Percent of Four-year old Students in FCPS Pre-K Programs who Meet the Benchmark for Both Academic and,Target,White,67%,5,SY 2024-25,other,Target,67
