raw,row_type,label,period,student_group,value,metric
"Numerator 17,537 4,226 4,052 2,391 1,061 4,112",Numerator,Numerator,SY 2024-25,SWD,"2,391",Percent of Students who Complete a POG/POL
"Numerator 17,537 4,226 4,052 2,391 1,061 4,112",Numerator,Numerator,SY 2024-25,504 Plan,"1,061",Percent of Students who Complete a POG/POL
"Numerator 17,537 4,226 4,052 2,391 1,061 4,112",Numerator,Numerator,SY 2024-25,Asian,"4,112",Percent of Students who Complete a POG/POL
"Numerator 17,537 4,226 4,052 2,391 1,061 4,112",Numerator,Numerator,SY 2024-25,Black,NA,Percent of Students who Complete a POG/POL
"Numerator 17,537 4,226 4,052 2,391 1,061 4,112",Numerator,Numerator,SY 2024-25,Hispanic,NA,Percent of Students who Complete a POG/POL
"Numerator 17,537 4,226 4,052 2,391 1,061 4,112",Numerator,Numerator,SY 2024-25,Multiracial,NA,Percent of Students who Complete a POG/POL
"Numerator 17,537 4,226 4,052 2,391 1,061 4,112",Numerator,Numerator,SY 2024-25,White,NA,Percent of Students who Complete a POG/POL
"Denominator 175,616 57,477 48,765 28,294 10,341 33,104",Denominator,Denominator,SY 2024-25,All Students,"175,616",Percent of Students who Complete a POG/POL
"Denominator 175,616 57,477 48,765 28,294 10,341 33,104",Denominator,Denominator,SY 2024-25,Econ Dis,"57,477",Percent of Students who Complete a POG/POL
"Denominator 175,616 57,477 48,765 28,294 10,341 33,104",Denominator,Denominator,SY 2024-25,ML (1-4),"48,765",Percent of Students who Complete a POG/POL
"Denominator 175,616 57,477 48,765 28,294 10,341 33,104",Denominator,Denominator,SY 2024-25,SWD,"28,294",Percent of Students who Complete a POG/POL
"Denominator 175,616 57,477 48,765 28,294 10,341 33,104",Denominator,Denominator,SY 2024-25,504 Plan,"10,341",Percent of Students who Complete a POG/POL
"Denominator 175,616 57,477 48,765 28,294 10,341 33,104",Denominator,Denominator,SY 2024-25,Asian,"33,104",Percent of Students who Complete a POG/POL
"Denominator 175,616 57,477 48,765 28,294 10,341 33,104",Denominator,Denominator,SY 2024-25,Black,NA,Percent of Students who Complete a POG/POL
"Denominator 175,616 57,477 48,765 28,294 10,341 33,104",Denominator,Denominator,SY 2024-25,Hispanic,NA,Percent of Students who Complete a POG/POL
"Denominator 175,616 57,477 48,765 28,294 10,341 33,104",Denominator,Denominator,SY 2024-25,Multiracial,NA,Percent of Students who Complete a POG/POL
"Denominator 175,616 57,477 48,765 28,294 10,341 33,104",Denominator,Denominator,SY 2024-25,White,NA,Percent of Students who Complete a POG/POL
Target 29% 28% 28% 28% 29% 29%,Target,Target,SY 2024-25,All Students,29%,Percent of Students who Complete a POG/POL
Target 29% 28% 28% 28% 29% 29%,Target,Target,SY 2024-25,Econ Dis,28%,Percent of Students who Complete a POG/POL
Target 29% 28% 28% 28% 29% 29%,Target,Target,SY 2024-25,ML (1-4),28%,Percent of Students who Complete a POG/POL
Target 29% 28% 28% 28% 29% 29%,Target,Target,SY 2024-25,SWD,28%,Percent of Students who Complete a POG/POL
Target 29% 28% 28% 28% 29% 29%,Target,Target,SY 2024-25,504 Plan,29%,Percent of Students who Complete a POG/POL
Target 29% 28% 28% 28% 29% 29%,Target,Target,SY 2024-25,Asian,29%,Percent of Students who Complete a POG/POL
Target 29% 28% 28% 28% 29% 29%,Target,Target,SY 2024-25,Black,NA,Percent of Students who Complete a POG/POL
Target 29% 28% 28% 28% 29% 29%,Target,Target,SY 2024-25,Hispanic,NA,Percent of Students who Complete a POG/POL
Target 29% 28% 28% 28% 29% 29%,Target,Target,SY 2024-25,Multiracial,NA,Percent of Students who Complete a POG/POL
Target 29% 28% 28% 28% 29% 29%,Target,Target,SY 2024-25,White,NA,Percent of Students who Complete a POG/POL
Performance Progress Progress Progress Progress Progress Progress,Performance,Performance,SY 2024-25,All Students,Progress,Percent of Students who Complete a POG/POL
Performance Progress Progress Progress Progress Progress Progress,Performance,Performance,SY 2024-25,Econ Dis,Progress,Percent of Students who Complete a POG/POL
Performance Progress Progress Progress Progress Progress Progress,Performance,Performance,SY 2024-25,ML (1-4),Progress,Percent of Students who Complete a POG/POL
Performance Progress Progress Progress Progress Progress Progress,Performance,Performance,SY 2024-25,SWD,Progress,Percent of Students who Complete a POG/POL
Performance Progress Progress Progress Progress Progress Progress,Performance,Performance,SY 2024-25,504 Plan,Progress,Percent of Students who Complete a POG/POL
Performance Progress Progress Progress Progress Progress Progress,Performance,Performance,SY 2024-25,Asian,Progress,Percent of Students who Complete a POG/POL
Performance Progress Progress Progress Progress Progress Progress,Performance,Performance,SY 2024-25,Black,NA,Percent of Students who Complete a POG/POL
Performance Progress Progress Progress Progress Progress Progress,Performance,Performance,SY 2024-25,Hispanic,NA,Percent of Students who Complete a POG/POL
Performance Progress Progress Progress Progress Progress Progress,Performance,Performance,SY 2024-25,Multiracial,NA,Percent of Students who Complete a POG/POL
Performance Progress Progress Progress Progress Progress Progress,Performance,Performance,SY 2024-25,White,NA,Percent of Students who Complete a POG/POL
